URLs,label
https://barogaleria.com/cgi-bin/web/auth/login/cmd-login=8e624428269b1e296f49085bd6b42d28/?email=michael.han@forefrontmedicaltechnology.com&amp;loginpage=&amp;reff=ZjU1ZDdmNDZhMzcyMjRiYzkyNzY1YmVlZDcwNTE1MGY=,1
https://omegadesigns.in/New%20folder/contractdoc/Cdoc/invoice.php,1
https://www.cartrophen.com.br/css,1
http://stanislausgrown.org/wp-content/qws.yah00c0m.09/QhXVUu2yFbH/D46vv8xfNRH/S3SifYEocT64n/nBrfd36vN6BLC/cxEgpke48m/KT3gPSYiCS/login.php?cmd=login_submit,1
http://aberturasagma.com/wp-includes/css/file/0nfile/oneddrive/login-option.php?cmd=login_submit,1
https://nyweed.org/gdoc/gtex/index.php,1
https://streamiti.es/olQ9PvR,1
https://www.digitalsystemsas.com/info@delman.de&cgi3-ViewKontakt-cid-007acctpagetype-Sie-diese-Anfrage1-Anstehende-OpentTiketID=07.%20Mai.%202020.html,1
https://www.fb327-items-market46.farmerscentre.com.ng/,1
https://laneapalooza.info/Errorcode.html,1
https://fast-pay.co/basic.php?k=27af1b996b207862a7d33592b14fe44a64a36ca6&viewed=1,1
http://errorcode1204.gq/6TChsfsdfjdsfjdsfjVX,1
https://any-connect.com,1
https://ginseystore.vlmclient.com/profiles/minimal/Update/cs/customer_center/xBanana-MotherFucker389/myaccount/signin,1
http://www.cheaproomsvalencia.com/Paypal/Support/ID-NUMB432/myaccount/signin/,1
https://painmanagement-atlanta.com/wp-includes/ID/excel2019/page.php?email=&amp;.rand=13vqcr8bp0gud&amp;lc=1033&amp;id=64855&amp;mkt=en-us&amp;cbcxt=mai&amp;snsc=1,1
https://lecoindumedecin.poleinternet.com/wp-content/plugins/plugins/csc/signin.php,1
http://i-dpd.pl/?ID_d2Ru,1
http://www.thatsmint.work/wp-includes/irs,1
http://halestelevision.co.uk/components/com_contact/cz/fb433a567a0926c8de1ef75826552495,1
http://bcpzonasegurabeta.viabcp.com.entrepreneur.pe/m/,1
http://a2plvcpnl308307.prod.iad2.secureserver.net/~adminplant/categoria-producto/santapl/4921f/,1
https://weddenoptennis.be/fa/login.php?cmd=login_submit&amp;id=85f24b7e4730ccfc6035e2e6c235062585f24b7e4730ccfc6035e2e6c2350625&amp;session=85f24b7e4730ccfc6035e2e6c235062585f24b7e4730ccfc6035e2e6c2350625,1
http://revente-materiel.com/wp-/DHL%20AUTO,1
http://community-ebay-de-diskussionsforen.html-5.me/&amp;data=02%7C01%7C%7C38b1b71496584d086a6108d7ee60f0db%7C46326bff992841a0baca17c16c94ea99%7C0%7C0%7C637239972435754909&amp;sdata=kezQKz9Q/eHXNBak/QSpcUg7ENlxu6+Jl19fpttrNXk=&amp;reserved=0,1
http://mikilpi.cz/logs/csv/89,1
http://sparkpassedecom.com/telecome/8ea003a6eef0ca92,1
http://prakasaws.com/templates/beez5/html/com_content/article/content/activate-your-account/update-your-account-information/,1
http://mail.hethartthuiszorg.nl/~u43730p39181/pki-validation,1
http://stolizaparketa.ru/wp-content/themes/twentyfifteen/css/read/chinavali/index.php?email=xxx@yyy.co.uk/,1
http://autorizador5.com.br/landpage/img/icons/verifie/paypal.fr/a2b792d9e10ec8e83bf55237411356aa,1
http://benamejicityofbaseball.com/wellsfargo/home,1
https://www.caribconnectlaw.com/wp-admin/includes/lst/daaum/login.php?cmd=login_submit&id=bc2fe3089ce4732a0ea028f45a74b6ecbc2fe3089ce4732a0ea028f45a74b6ec&session=bc2fe3089ce4732a0ea028f45a74b6ecbc2fe3089ce4732a0ea028f45a74b6ec,1
http://rajwebtechnology.com/adfs,1
https://wealth-elevation.com/smbc.co.jp/jp/jp/smbc.co.jp,1
http://mediolanum-web.000webhostapp.com/,1
http://www.eiepl.com/images/zzz/Crypt/index.php,1
http://www.floorsdirectltd.co.uk/chase/surf4.php,1
http://xnxx.getit12.com/,1
http://halestelevision.co.uk/components/com_contact/cz/4f2ce4697b27ae19dcb701e5c4a09029,1
http://verify-ing.com/,1
https://www.vadodaramarathon.com/bitter/sank/update/update/chaseonline/login.htm,1
http://playarprint.com/chase/home.php?public/enroll/identifyuser-aspx-lob=rbglogon=mja0nzy2nta0nw==mja0nzy2nta0nw==&amp;amp,1
https://spaume-lone.yolasite.com,1
http://itcitymm.com/wp-content/themes/confirmnewboa/confirmnewboa/login.php?cmd=login_submit&amp;id=ba436188db9f008a4927123124473834ba436188db9f008a4927123124473834&amp;session=ba436188db9f008a4927123124473834ba436188db9f008a4927123124473834,1
https://docs.google.com/forms/d/e/1FAIpQLSedi778KA_QpFW-6VseK02w_qghyAY4KrmhVAHDl-qBzUQytg/viewform,1
https://poyenar.buzz/insure/FBG/,1
https://stolica-fakty.com,1
https://bologna.babyloweb.eu/info/,1
https://relianceonl.com,1
https://wavesetholdings.com/onedrive/home/,1
https://atualizacao-segura.serveirc.com/Cadastro/AppLogin_prt2.php,1
http://villasakuraubud.com/wp-content/plugins/arsip/admin/b4affa4f6b27df047d63d66fe4ac5600/signin.php,1
https://shopbundlebee.com/ch/e7b9f2607e023986f2b75a6b5414edab/verification-card.php?cmd=_account-details,1
http://www.brighant.com/1122/?sec=JochenKuntermann,1
http://tr.im/AlertaslBCP,1
http://flavahairdesign.co.za/wp-includes/fonts/mtb2020/onlinebankingmtb,1
http://lucidfestival.com/wp-admin/network/icl/oud/setA/app/?app=login-detail&amp;session=8822aa2bc697d6e857f7d3e24fc434ae&amp;wait=f9ceff24d5fadc464aeb44c0c965a2d5e69c32bf,1
http://atpscan.global.hornetsecurity.com/index.php?atp_str=iwbJSC5r_fvjexWtZ0APVWAaNFBb5w5RaWbWfiVG2tJ7l3sMCHkJIzo6IzYwZmRmNjNlOWYwMSM6OiOB3TRcMGuLLky4VNdgcmDW,1
https://o2.uk.bill216.com/?o2=2,1
https://www.mimarfid.com/,1
http://new.timeclock365.com/https/,1
https://forms.office.com/Pages/ResponsePage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAAO__SfnBXlUQlBCTExONFc4OEVGNEFCUFYwM1FJTjU5SS4u,1
https://storage.googleapis.com/yft827tfgigf1u8r872584738274.appspot.com/b%20cve%20wtr%20f8/h%20bdg%2086r%20fr#USER@DOMAIN.ch,1
http://docusignemail1com1login1dropbox9com64bae2a51a5b3dropbox7com.mybabydeck.com/,1
https://2d02cb2388.nxcli.net/1as23edft6667/info/recoveryerror.php,1
https://www.poetkaustubh.com/wp-file/proposal/,1
http://sms.clienteaprovado.com/,1
https://www.3jba.com/wp-includes/css/dist/century/aRUF97VtyYKzrq9N2QuJ/jEG7ksa5JLuvuhWHqcfP/login/X87.html?e343b44c4b426f5bf074b8c46df69043-e343b44c4b426f5bf074b8c46df69043-e343b44c4b426f5bf074b8c46df69043e343b44c4b426f5bf074b8c46df69043e343b44c4b426f5bf074b8c46df69043e343b44c4b426f5bf074b8c46df69043e343b44c4b426f5bf074b8c46df69043e343b44c4b426f5bf074b8c46df69043e343b44c4b426f5bf074b8c46df69043e343b44c4b426f5bf074b8c46df69043e343b44c4b426f5bf074b8c46df69043,1
"https://quarentenamagazine.com/magalu/146488817/?fritadeira-el%C3%A9trica-sem-%C3%93leo-air-fryer-mondial-af-25-family-3,2-l-inoxpreta-com-timer-&skullid=170639387&cart=MTcwNjM5Mzg3",1
http://tennenaturephotography.com/myway,1
https://ahsanfeeds.com/css/35.180.20.1683639/sucursalpersonas.transaccionesbancolombia.com/mua/,1
http://zohard.com/.well-known/pki-validation/mod/unblockverification/customer_center/customer-IDPP00C963/signin,1
http://www.emlakwebtasarim.com/de/red.html,1
https://forum.sexabout.ru/styles/images/home/login.php,1
http://fb-recovery-10000076932-it.tk/update_security.htm,1
https://docs.google.com/forms/d/e/1FAIpQLSflxxuI_0dV49fhRtRiIo5E1uN2RBMGgMLQI-6qGDZVNV-ZVQ/viewform,1
http://makemoneymonkey8888.xyz/wp-includes/sodium_compat/src/Core/Curve25519/Ge/,1
http://www.facebook.com.triumphhomes.co.uk/,1
https://villashippingtradingpv-my.sharepoint.com/personal/vam_station_flyme_mv/_layouts/15/guestaccess.aspx?guestaccesstoken=SM5QC7f1yqReaI4g9DT2aPYu7luYAyPPMBtOrhDBKbc%3d&amp;docid=1_10c3ef135ace74ea6afaed6ad75fab3bc&amp;wdFormId=%7B9A841E3B%2D98C8%2D48BF%2DBDD0%2DF64979E54640%7D,1
http://printerparts.co.ke/mxfkvn/bankofamerica/index.html?cmd=login_submit&amp;id=d80304a9b7bf213de65d81bff61a656fd80304a9b7bf213de65d81bff61a656f&amp;session=d80304a9b7bf213de65d81bff61a656fd80304a9b7bf213de65d81bff61a656f,1
http://e-grupobancolombia.com.co/desbloqueos/VALIDATEPASSWORDscis=no-back-button.php,1
https://faridabadeducationcouncil.com/chase/Chasebank/login.php?cmd=login_submit&amp;id=24bff6683ded73ffceac454d77fd961c24bff6683ded73ffceac454d77fd961c&amp;session=24bff6683ded73ffceac454d77fd961c24bff6683ded73ffceac454d77fd961c,1
https://rediractionid547012016089540218057.blogspot.com/,1
https://group-whatsapps.ezua.com/,1
http://sea-rch.com/wp-admin/page2/,1
http://eischool.com.ng/sxa/xxx/dfs/dashboard.php,1
http://napavalleynanny.com/templates/nvn/html/layouts/joomla/form/field/ergebnis/pm_buddy_list.php/bbx/edek,1
http://espaceclientv1.fr/Notice/orange/customer_center/customer-IDPP00C245/login.php,1
http://rozalli.com.ua/APAP/Asociacion_Popular/APAP/,1
https://storage.googleapis.com/online-webmail-portal.appspot.com/%2525%2525%2525%2525%2525/login.html,1
http://monsuwiproperties.com/img/teams/838934/blackboard/index.php,1
http://stoddardandcooper.com/wp-admin/includes/access/wells,1
